user,user_location,text,favorite_count,retweet_count
asem,Ireland,"@BangEnthuziast @DonaldThacker You think if you have Covid vaccine passport you’ll be free Nuh, think again, this time next year you’ll be asked 2 prove you’re up to date with vaccine against newer strains, you’ll need to be updated with injections like your iPhone update , until your body is  fully mutated",0,0
Gravity Dynamic,"Colorado, USA","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…",0,3006
Real_Infinity95,Unknown,RT @TIME: The U.K. aims to give first COVID-19 shot to all adults by September https://t.co/8MtvQwxmTi,0,33
Dare Obasanjo,"Washington, USA",Few things highlight the difference between capitalism and alternatives than the fact scientists at multiple pharmaceutical companies came up with a COVID vaccine in record time but we’ll be stuck at home for months because the government can’t figure out how to get us our shots.,3,0
Real_Infinity95,Unknown,RT @TIME: mRNA technology gave us the first COVID-19 vaccines. It could also upend the drug industry https://t.co/sFfMTZ2928,0,102
Dr Claire Wylie,"Melbourne, Victoria","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3601
Jen A. Miller,"Audubon, N.J.","RT @Weinbergrrrrr: “If you are between the ages of 49 and 52, were born in Iowa but now live in Ohio, reside exactly 3.25 miles from a hosp…",0,1
Urvashi Shandil,Mumbai. India,@capt_amarinder @narendramodi Lauding @capt_amarinder for keeping politics that @INCIndia is doing right now on covid vaccine launch aside &amp; encouraging state residents 2 come forward &amp; participate in fight agst Corona by getting vaccinated.Atleast u have shown maturity which @rssurjewala  didn't show,0,0
dailymusicnews,,U.K. Aims to Give 1st COVID-19 Shot to All Adults by September https://t.co/wfiTxFkGC6 https://t.co/shLGKzntED,0,0
Corinna Merzyn,Here today gone tomorrow,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3601
Chief Inspector Helen Brear,"Wakefield, England","RT @WakeExpress: Fake NHS Covid vaccine scam texts are being sent - how to spot them

https://t.co/aPZfASBudL",0,3
cornywhore,He/him,RT @sarahlugor: that “doctor” that made the tweet of the lady faking a bad reaction from a covid vaccine deleted his tweet and backtracked.,0,263
Eirilaney 3.5%,Republic of Wales,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1733
dave,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,647
Billie,New York,"RT @DavidHarrisAJC: Founder of Moderna, which has a COVID vaccine, is Armenian born in Lebanon, immigrant to US. 

Moderna Chief Medical Of…",0,1193
asem,Ireland,"@KirstieMAllsopp You think if you have Covid vaccine passport you’ll be free Nuh, think again, this time next year you’ll be asked 2 prove you’re up to date with vaccine against newer strains, you’ll need to be updated with injections like your iPhone update , until your body is  fully mutated",0,0
Lucy Woodrow 💙,Colchester,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,647
Elizabeth Harvey,"Dunstable, England",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1233
Colin  J.Benson,"Barcelona, Spain","Opinion: UK decision to delay second Covid-19 vaccine dose is highly dubious
https://t.co/G2by3AlWG5",0,0
Melted1,Not trump’s Reality,"RT @latimes: Some people 65 and older did get vaccinated at Southern California retail stores that had supplies available.

But many others…",0,5
Hungry Guinea Pig,California,@DragoMike @KingDeadWolf I'd recommend taking your concerns to @RingoRaccoon. He's been clearing up misinformation on the covid vaccine.,0,0
ollie?,England,epic my mum had another allergic reaction today from the covid vaccine,0,0
#SackTheLyingCorruptPM+Govt #StaySafe 🇬🇧🇪🇺🇫🇷,Europe. Alas no longer the EU.,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1733
peter 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"Wales, UK 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🇪🇺","RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1929
Smith's Ice Cream,Ireland,"RT @reasonoverfear: Deaths spur Norway concern at Covid vaccine safety for vulnerable elderly https://t.co/MVo4ylZBb9 Its not a vaccine, yo…",0,89
Impatient Optomist,England,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,647
Jess Miller 💙 #NHSBlueHeart,UK,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1233
Yazzy/ 尹峻熙,United States,"""Are you positive (green) , neutral (grey) or negative (red)  about the Chinese made COVID vaccine?"". Not sure about the  sample size; but I think it's safe to say that a lot of people shows distrust in the CCP vaccine. https://t.co/uiH9IvHVW9",0,0
Unlisted Saxophone,"Austin, Tx",@frannieOh @KimFaasse @GregAbbott_TX Actually.... we’re in 21st place right now. See: https://t.co/jg9B1DXa9z,0,0
Cuca,,"@ca_jordan @GovernorVA Dear Sir, you are full of chimichanga...
https://t.co/lxuR0H99is",0,0
🦇Lisa Yriberry Reist🥄✨,NYC,@AnaMardoll Well the National Guard has already made mistakes so there’s no surety (thanks to multiple levels of people forgetting that they need to *read what’s in front of them and double check before administering anything*) https://t.co/BFahJAnO9z,0,0
PlusCaChange 💙,"England, United Kingdom",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1233
El Rick,Houstatlantavegas ,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,201
Ellen White 💙,"Forres, Scotland",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1233
shandydann,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1233
Kirsten Martin,"Portland, OR","Polio was no joke. (~7 min.) #COVID19 @emmabgo @nytimes 
https://t.co/ujXipRTVXy",0,0
Debi,,"RT @smotus: Two presidencies today

Biden: ""Here's my plan for getting the Covid vaccine distributed quickly and rebuilding the economy.""…",0,20032
Geoff Willetts,,RT @POAUnion: Prison officers on why staff should be prioritised for Covid-19 vaccine after heroic efforts through pandemic https://t.co/TS…,0,1
Dave lawton,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1733
Kimster,Forever on Talon's Lift Crest,"I don't understand why people are so against the COVID vaccine because it was made in a short time. Does no one remember the Swine Flu and how fast that vaccine, which was made faster than covid's? I got that vaccine and I'm still alive, plus look Swine Flu died off.",0,0
asem,Ireland,"@CatrionaColllns You think if you have Covid vaccine passport you’ll be free Nuh, think again, this time next year you’ll be asked 2 prove you’re up to date with vaccine against newer strains, you’ll need to be updated with injections like your iPhone update , until your body is  fully mutated",0,0
Sally Luxmoore 🇪🇺 🇬🇧 💙#RejoinEU #FBPE,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3601
BA,,"RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5639
Harry 🇪🇺 #RejoinEU,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3601
marrius de polpier 🌏🥳,"Dubai, United Arab Emirates","RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1929
【PRINCESS】 Passion (Shane Smith) R.I.P. MF DOOM,"Houston, TX","I just got the COVID vaccine, if y'all have any questions about it lmk :)",0,0
Dennis Hanes,,RT @rontkim: If the governor spent as much time preparing for his FOUR state of the state presentations focused on distributing vaccination…,0,214
Question Everything,Nordic,"RT @_whitneywebb: I wonder why Bill Gates could possibly be interested in dominating the US' food supply

https://t.co/PpvAitLniQ",0,665
Barb Drummond,UK,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1233
Jane Sandoval,,"RT @NYDailyNews: He’s going viral.

A Mexican cardinal’s Facebook video was flagged after he said COVID vaccines were being used to implant…",0,62
Nat Williams ✨🍍,Bristol ,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3601
POA,,Prison officers on why staff should be prioritised for Covid-19 vaccine after heroic efforts through pandemic https://t.co/TSkiYwOCJZ,0,1
Sampi,DFW,RT @michaeljknowles: Well that's not good. https://t.co/HAQlNdhGcu,0,608
SLACK_TV, Dartmoor national park. UK,"RT @KassandraSeven: And it’s not just political conspiracies. 

It’s covid/vaccine conspiracies too.",0,1
Steven Lelito,"Las Vegas, NV",@JorgeJimenezArt @JamesTheFourth @DCBatman But real talk. How long would it have taken Batman to find a Covid vaccine?,0,0
WAVY TV 10,"Hampton Roads, Va.","Don and Joyce Hoffman are now in their 90s. The longest the two have been away from each other was last summer when Joyce had COVID-19.
https://t.co/Zap7OcCTTL",2,0
Weekender,,"RT @picardonhealth: For a successful vaccine rollout, politicians should get out of the way and let public health officials run the show, b…",0,26
Scruffs 3.5% 💙,"SW, but SE when sanity returns",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1733
yeet ur gender to the wind,,RT @diabeticbiitch: who’s dick do i have to suck for a covid vaccine like omfg,0,7
carol owen,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1733
Ian Wilson,"Norfolk, England",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1233
Neil Groves,Blackburn,"Just heard a vicious rumour doing the rounds; Covid vaccine supplies will run out by the end of next week.

Pfizer Chiefs are predicting a riot...🤣",0,0
asem,Ireland,"@dwilliam9940 You think if you have Covid vaccine passport you’ll be free Nuh, think again, this time next year you’ll be asked 2 prove you’re up to date with vaccine against newer strains, you’ll need to be updated with injections like your iPhone update , until your body is  fully mutated",0,0
Nadia Sadiq,,"RT @SaleemFarrukh: Forgot to order COVID Vaccine
Forgot to pay PIA Lease
Forgot to Order LNG-Rs220B Loss
Forgot to Maintain the National Gr…",0,182
🎁🎄Roman Jr🎄🎁,"Wayne, NJ",First Covid vaccine done!,2,0
Jr. Samples,Bonny Doon,RT @MarcMillerVM: “Being able to administer the vaccines so quickly was a result of hard work and dedication on the part of health-care sta…,0,3
Amii Ball,"Mountsorrel, England","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3601
Cat Headley,Edinburgh,RT @jessbrammar: It’s Harder For Black And Asian People To Trust The Covid Vaccine - Here’s What Needs To Happen. Crucial work by ⁦@Nadine_…,0,11
Appledore,,"RT @njalva: 1. Have the PM &amp; key Ministers in Govt been vaccinated against Covid? 

2.  If YES: When? Which vaccine were they given?

3. If…",0,308
"Aye, Have a Voice",Scotland ,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1233
GARY®️,QUEENSLAND,"VACCINATED on weekend
No Covid vaccine 
3day sickness for cattle 🤠 https://t.co/5NPZKXFb6Z",0,0
Sonja Marga,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3601
Suhaib Ahanger,,"Put all Covid vaccine in momos, all of Jammu will be vaccinated by tomorrow
@Shahbazsheikhh 
@wazir_akhil @angad_shan @dcjammuofficial",0,0
Mac in Monticello,,"@ScottAdamsSays If dying in a car crash while having Covid was counted as a Covid death, will dying in a car crash after having the vaccine be counted as a Covid vaccine death?",0,0
Jared Dunn,"North East, England",I’m grateful my mother was offered and received the Covid vaccine today. Had the UK still been an EU member she wouldn’t have (UK @ 5% of popn vaccinated re. Germany et al 1%). Reason again to be glad about Brexit and the future.,0,0
Consuelo Rosa Sosa L,,RT @FatEmperor: It's a bugger when the main cohort who need protection are the ones maybe not able to get it. One wonders where this is goi…,0,252
eddy.,,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,201
Dr Aleisha Ward,New Zealand,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3601
Dionisio Sánchez💧,"40° 46' 31"" N  latitude     73° 52' 24"" W  longitude","RT @CBSNewYork: New York City is opening more vaccination sites, including one in Harlem today, but it’s still a challenge for many to actu…",0,4
Socrates' Cat,UK,"RT @_whitneywebb: I wonder why Bill Gates could possibly be interested in dominating the US' food supply

https://t.co/PpvAitLniQ",0,665
Karina#UBI #RightToFood #NHSblueheart💙,"Saint Helens, England",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1233
Señora Acero 💪🏽,Miosilarand,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,201
Dawn Glenny,,"RT @SummitExecutive: The list of Summit County vaccine providers is available at https://t.co/cW4vcKeHpr or https://t.co/E3OxTS9AHx. 

Resi…",0,1

Colin Jones,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,698
James R. Avery,"Memphis, TN","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3658
Brenda Neves,"London, England","RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1971
MichaelPresti10 #GTTO 💙,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,698
danielle,brasil - uk,"President Bolsonaro spent months casting doubts and spreading lies about the covid vaccine, even after 209k deaths and an oxygen shortage in Amazonas. Today the vaccine was finally approved in Brazil, thanks to scientific institutions. Bolsonaro hasn’t said a word about it so far",0,0
Dylan,,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,222
Sandra Gardner,"Cowes, England","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,698
啾啾可可,,"RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5655
sliglthy annoyed,Somewhere in England,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1794
louie,citizen of the world,@timspector How do we not know that it is the  Covid vaccine given to the elderly.... we don't.,0,0
AnnieM,"Spokane, WA","RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5655
Eduardo Alberto,Arlington,"RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1036
Eileen N Rafferty,Connecticut coast ,"Covid Vaccine sign up Jan 15, 2021 for CT citizens ⚡️75 or older. 
Ways to sign up: 
1) via Hospital organization - quick sign up, best for smart phone ⭐️⭐️
    a) Yale New Haven 
          Link: https://t.co/JH4pK52FsF",0,0
Rory B. Glyphdice,"Dublin City, Ireland","RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1036
Theresia Goodger 🕷,"England, United Kingdom","RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1971
Leeroy,"Kamloops, British Columbia",RT @TheRoyGreenShow: Dr. Donald Gerson today (Sun). His biomanufacturing company in Montreal is poised to manufacture a COVID vaccine for C…,0,149
C.C. Shava,,"@matigary @JamesBaeLess007 @garweh2011 2/6 
US indemnity:
https://t.co/zui4Wd7t5D

UK indemnity:
https://t.co/wcNjAS1w4Z

Why:
https://t.co/SlTf7GhTpX",0,0
Steve Roe,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3658
(dumb name),Ourkansas,"RT @mystikalgod666: He took covid vaccine a week ago....... he is from UK and a very real person....
God!!! 
,😱😱🥺🥺 https://t.co/gT6dq6jLxD",0,614
rosequirk,"Cork, Ireland","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3657
Louise,,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,222
Jar likes cake 💙💙💙,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3658
#STOPtheLoanCharge 💙,"England, United Kingdom",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1794
Claire Attridge,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1794
Keegan Lytle,,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,222
Thesis Pi,"Calgary, Alberta","RT @RachelNotley: Jason Kenney and the UCP are adding to the crisis of the pandemic. A little advice: When leading through a crisis, politi…",0,67
Barbie Soave,,"RT @DavidHarrisAJC: CNN’s Amanpour unfairly assails Gideon Saar on Israel’s policy regarding COVID vaccine for Palestinians. 

He says Pale…",0,41
Bamses mamma,,"RT @gustavlindholm2: Bill Gates Admits COVID Vaccine Changes DNA, Now Doctors Rebel
@kattaB4 @swedsec1 @Aftonbladet @RunarSogaard 
https://…",0,4
Patrick C Sheehan,"Tennessee, USA",This is a page worth bookmarking as @Bloomberg continues to do a great job tracking and reporting on the #COVID19Vaccine shots administered in 51 countries and 59 U.S. states and territories https://t.co/CTLkJiZcpo via @bbgvisualdata,0,0
Leigh Roberts💙,"Weymouth, England","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,698
Keith Harding,United Kingdom,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1277
kim,"Los Angeles, CA","RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1036
Talis Kimberley-F🌑🕷,"Wiltshire, UK","RT @MrRobertBob1: What a surprise. 

Raab refuses to guarantee everyone will receive second dose of Covid vaccine https://t.co/Hb4jajH6NT",0,134
Jennifer Bick,"Syracuse, NY",@JoeConchaTV @NBSaphierMD My husband should be done with covid &amp; vaccine crush in Syracuse by the fall I think so Aruba 🇦🇼 vacation just planned! https://t.co/SyYVKFNNEm,0,0
Alex Sel,"Colchester, England","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,698
Rajesh Patel,"Paris, France",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1794
I am no longer me,"Vancouver, British Columbia","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…",0,3013
SebenzaCPF,"Kempton Park, South Africa","RT @TaxJustice_SA: SA is behind with its Covid vaccine programme because ""we didn't have the money"", says @CyrilRamaphosa.
Yet the R8bn in…",0,33
Bootle Bumtrinket,,"@rinkydoofinance @MindyatBP It’s that whole premise of investing in what you know and understand. I really WANT to be an index fund investor, but I can’t seem to help myself from individual stock picking. I’m in healthcare, so COVID vaccine stocks are currently my jam.",0,0
Nero,California ,"@LukeMiani As a healthcare worker, thank you. Wearing masks saves lives. I’ll also be getting the Covid vaccine on Thursday.",0,0
Eric,PNW,"RT @MaxCRoser: BioNTech applied the mRNA technology of its COVID vaccine to a vaccine for multiple sclerosis.

Findings from a study in mic…",0,190
BenG,"Indiana, USA",@SauceKL_ The facts I have 6025 MW pro points and I’m not on a priority Covid vaccine list is truly disgusting miscarriage of justice,0,0
David Melville,"Moffat, Scotland","RT @Effiedeans: Scotland is falling behind on vaccines
https://t.co/rpgGpNgbXV https://t.co/LtbWSBShQd",0,41
Leigh Roberts💙,"Weymouth, England","RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1971
“J.E.T. LIFE”🤙🏾🤙🏾🤙🏾🤙🏾,The Moon,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,222
Sharon ThomasTV,Berkshire,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3658
Neil.Harkness.,"Scotland, United Kingdom",@PaulWheelhouse @jane_molyneaux @Redwhitelilley @John2Win Paul I take it I will get my second dose within 12 weeks? https://t.co/rNBAdBUN8F,0,0
Lonely wizard✨,,"RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1036
Rajiv🇮🇳,आर्यावर्त ,"@IamNaveenKapoor I support the view. It will further alienate Imran and Modi stature will rise. One may compare India's dropping of bomb at Balakot and providing Covid vaccine too.On a second thought,China responsible for virus but to African nations providing Covid vaccine too to win them over.",0,0
Matt Matthewson,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1277
Max Shekelbaum,,@blompf2020 I've really missed this type of TV. Playful asskissing of political figures by the people meant to keep them accountable. K'Mala and the Second Gentleman have all the charm of Covid and the Covid vaccine,0,0
"Diane, MS, LAT, ATC",,"RT @geekyathltrainr: When you hear districts aren't offering the covid vaccine to their athletic trainers because we're ""not medical profes…",0,3
S U N N Y,home sweet home,RT @sarahlugor: that “doctor” that made the tweet of the lady faking a bad reaction from a covid vaccine deleted his tweet and backtracked.,0,266
btrover1977,"Austin, TX","RT @KVUE: VERIFY: Yes, employers and schools can soon require COVID vaccines https://t.co/8cCpDBhTv4",0,13
Paul Ryan,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,698
theoriginalhare,"Portland, OR","RT @KPNorthwest: @KPNorthwest will hold a mass vaccination site at the @oregoncc, in partnership with @OHSUNews , @OurLegacyHealth, and @Pr…",0,19
Arima the Mirror,,I got the COVID vaccine 🙌🏾 Thank you to my job.,0,0
Daddy Dolph,DTX,"RT @mystikalgod666: He took covid vaccine a week ago....... he is from UK and a very real person....
God!!! 
,😱😱🥺🥺 https://t.co/gT6dq6jLxD",0,614
paul harvey,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1794
Martin Longley #NHSLove #FBPE 3.5% #DoGooder,Corfe Mullen,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3658
Mark,,@9NewsAUS Yeah. Majority of people won’t be getting the vaccine. Ok another note it’s good to see you’re not report the 58 elderly people that died from the covid vaccine 😂,0,0
Joe Kay,"Columbus, Ohio",RT @Carnage4Life: Few things highlight the difference between capitalism and alternatives than the fact scientists at multiple pharmaceutic…,0,8
Pamela Bolash,"Raleigh, NC","RT @WhatIsL03139271: My friend, an NHS nurse got the COVID vaccine, 5 days later she has COVID.

#COVID19 #vaccination",0,571
Hugo Drax,The Drax Residence California ,RT @davidjmcarson1: ⁦@SalisburyCath⁩ has been turned into Covid Vaccine Centre and provided patients with live organ music while waiting fo…,0,15
Ian Greaves #UniversalBasicIncome #GTTO #WeAreMany,"England, United Kingdom",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1277
Helen Sun,"London, England","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…",0,3013
stathi stavropoulos,Albury/Wodonga,"RT @brookmanknight: It's crucial we address COVID vaccine hesitancy.

Noting Decision-making around vaccination can be a complex mix of psy…",0,2
Stacy Ball,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3658
Chris Wage,"Nashville, TN","RT @patio11: This makes ""Call your local Safeway, wait until the phone prompt starts, then hit 4 to connect straight to the pharmacy and as…",0,23
William Gibson,,"RT @CRobertsonUK: Dominic Raab refused to answer a question that there would EVEN be a 2nd dose of covid vaccine at all.

This is to fool e…",0,7
Rick Roberts,east coast,RT @IanMurrayMP: I’d rather we had a Covid vaccine task force or an education improvement task force. What about an eradication of child po…,0,251
gerri campbell,Scotland,"RT @ScottWi1son: The SNP set up a task force for another independence campaign, id really appreciate if they set up a task force in getting…",0,2
"Victor Gil (MD, PhD) Emergency Physician",,"RT @MaisicaLopez: NEJM — Covid-19 Vaccine Frequently Asked Questions (FAQ)
#Yomevacuno  https://t.co/MoHuKWpros",0,2
swoldemort,,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,222
Caren Freeman 💙,"West Midlands, England",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1794
Gordon Housley,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3658
C,,"Why not hold the inauguration indoors and use the rest of the funds for year round security and covid vaccine? The usual pre-inauguration bustle in the nation’s capital has been replaced by armed troops, blocked-off streets and barricade fencing https://t.co/Y9ElJUwt57",0,0
januar-bee🌻❄,bed probably,"RT @CaraLisette: 2021 is a little bleak so far - I would love to hear some good things that have happened to you so far?

I’ll start:

1) s…",0,9
TSM Cryssy,🇨🇦,"anybody elses parents refusing to get the COVID vaccine? or just mine

you know, with their daughter with a degree in immunology advocating for it, and them citing ""fb post"" as a reason why they won't",3,0
Bella Star Angel Williams Q10 🐸,"Leicestershire, United Kingdom ",@AndyBird21 Yep I had one today say I’m selfish I’m having the Covid vaccine so I can travel 🙄 yes luv to A&amp;E 🤣,0,0
Eileen N Rafferty,Connecticut coast ,"@MarkZinni @WFSBnews Still only 75 and older;  some ways to#sign up. 
Covid Vaccine sign up Jan 15, 2021 for CT citizens 75 or older.  🚷 no politics",0,0
Conor Browne,"Belfast, Northern Ireland","RT @DrNeilStone: I think an app or website telling people where last minute doses of Covid vaccine are going spare is a great idea.

I know…",0,1
Amor Vincit Omnia,"England, United Kingdom","RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1971
Theresia Goodger 🕷,"England, United Kingdom",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1794
FEPORT_LKB,Brussels,RT @wef: These 8 charts show how the global economy is coping with COVID-19 https://t.co/ojudu9O67Q #DavosAgenda #economics https://t.co/kr…,0,55
Jack Wicked,The Black Isle,RT @IanMurrayMP: I’d rather we had a Covid vaccine task force or an education improvement task force. What about an eradication of child po…,0,251
Annie Marshall,Brighton UK & Australia,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1277
